invoice,branch,city,member_type,gender,product _line,total,payment,gross_income,rating
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,832.944,Credit card,39.664,4.2
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,446.439,Ewallet,21.259,5
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,297.801,Cash,14.181,8.8
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,629.16,Cash,29.96,5.3
146-09-5432,A,Yangon,Member,Male,Food and beverages,331.128,Ewallet,15.768,4.6
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,423.738,Credit card,20.178,7.5
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,193.074,Ewallet,9.194,5.1
595-94-9924,A,Yangon,Member,Female,Health and beauty,145.5825,Credit card,6.9325,4.2
865-41-9075,A,Yangon,Normal,Male,Food and beverages,84.7455,Cash,4.0355,8.1
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,122.472,Ewallet,5.832,6
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,329.196,Cash,15.676,7.9
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,888.405,Credit card,42.305,8.8
851-98-3555,B,Mandalay,Normal,Female,Health and beauty,435.12,Credit card,20.72,6.6
186-71-5196,A,Yangon,Member,Female,Food and beverages,167.034,Ewallet,7.954,6.2
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,514.605,Credit card,24.505,4.2
313-66-9943,B,Mandalay,Member,Female,Food and beverages,91.8225,Credit card,4.3725,7.3
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,235.746,Ewallet,11.226,8.6
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,782.208,Cash,37.248,6.8
522-57-8364,A,Yangon,Member,Male,Fashion accessories,431.256,Ewallet,20.536,7.6
459-45-2396,A,Yangon,Member,Female,Food and beverages,313.74,Cash,14.94,5.8
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,223.587,Cash,10.647,4.1
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,44.9925,Credit card,2.1425,9.3
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,397.614,Cash,18.934,6.8
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,217.2555,Ewallet,10.3455,8.7
636-98-3364,B,Mandalay,Member,Female,Electronic accessories,82.719,Ewallet,3.939,6.3
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,338.2155,Credit card,16.1055,5.1
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,103.131,Cash,4.911,7
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,26.733,Credit card,1.273,5.2
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,611.079,Credit card,29.099,6.6
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,221.886,Ewallet,10.566,6.5
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,57.876,Ewallet,2.756,9
321-49-7382,B,Mandalay,Member,Male,Sports and travel,92.7255,Credit card,4.4155,5.2
397-25-8725,A,Yangon,Member,Female,Health and beauty,374.409,Credit card,17.829,6.8
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,833.9625,Credit card,39.7125,7.6
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,53.151,Ewallet,2.531,7.2
641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,629.496,Ewallet,29.976,7.1
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,175.035,Credit card,8.335,9.5
243-55-8457,A,Yangon,Normal,Female,Food and beverages,781.62,Ewallet,37.22,5.1
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,470.988,Ewallet,22.428,7.6
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,397.845,Ewallet,18.945,9.8
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,270.018,Ewallet,12.858,5.1
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,579.8415,Ewallet,27.6115,7.5
361-85-2571,A,Yangon,Normal,Female,Sports and travel,469.77,Cash,22.37,7.4
131-70-8179,A,Yangon,Member,Female,Health and beauty,290.0835,Cash,13.8135,4.2
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,360.927,Ewallet,17.187,5.9
720-72-2436,A,Yangon,Normal,Male,Food and beverages,279.384,Ewallet,13.304,6.9
702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,943.299,Cash,44.919,6.6
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,479.64,Ewallet,22.84,5.7
449-16-6770,A,Yangon,Normal,Male,Health and beauty,266.6475,Credit card,12.6975,5.3
333-23-2632,A,Yangon,Member,Male,Health and beauty,74.088,Cash,3.528,4.2
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,690.018,Credit card,32.858,7.3
859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,176.925,Credit card,8.425,5.3
676-10-2200,B,Mandalay,Member,Male,Fashion accessories,56.469,Ewallet,2.689,4.7
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,188.0025,Ewallet,8.9525,7.9
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,222.012,Ewallet,10.572,8.9
503-21-4385,B,Mandalay,Member,Male,Health and beauty,125.7165,Ewallet,5.9865,9.3
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,68.985,Ewallet,3.285,4.7
574-80-1489,B,Mandalay,Member,Female,Food and beverages,263.97,Ewallet,12.57,8.7
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,88.368,Cash,4.208,7.6
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,415.233,Cash,19.773,5.7
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,312.8895,Cash,14.8995,6.8
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,477.1305,Cash,22.7205,5.4
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,289.926,Cash,13.806,7.1
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,165.9,Cash,7.9,7.8
384-59-6655,A,Yangon,Member,Female,Food and beverages,932.337,Cash,44.397,8.4
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,96.579,Cash,4.599,9.8
324-92-3863,A,Yangon,Member,Male,Electronic accessories,43.869,Cash,2.089,9.8
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,16.275,Credit card,0.775,7.4
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,304.983,Cash,14.523,6.7
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,69.993,Credit card,3.333,6.4
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,80.367,Credit card,3.827,5.8
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,314.685,Ewallet,14.985,7.2
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,255.1815,Credit card,12.1515,9.3
605-03-2706,A,Yangon,Normal,Female,Health and beauty,49.77,Cash,2.37,9.5
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,181.0725,Credit card,8.6225,9
746-04-1077,B,Mandalay,Member,Female,Food and beverages,888.615,Credit card,42.315,9
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,271.2885,Ewallet,12.9185,6.7
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,640.038,Cash,30.478,5.5
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,252.252,Cash,12.012,5.4
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,180.873,Cash,8.613,8.2
883-69-1285,B,Mandalay,Member,Male,Fashion accessories,104.832,Credit card,4.992,7
221-25-5073,A,Yangon,Normal,Female,Food and beverages,313.572,Cash,14.932,8.5
518-71-6847,B,Mandalay,Member,Male,Food and beverages,167.58,Ewallet,7.98,4.9
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,26.7225,Credit card,1.2725,5.1
151-33-7434,B,Mandalay,Normal,Female,Food and beverages,71.1585,Credit card,3.3885,6.5
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,250.278,Cash,11.918,9.8
809-46-1866,A,Yangon,Normal,Male,Health and beauty,244.23,Cash,11.63,8.4
139-32-4183,A,Yangon,Member,Female,Sports and travel,921.186,Ewallet,43.866,7.4
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,734.706,Cash,34.986,6.1
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,708.3195,Cash,33.7295,6
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,334.4775,Ewallet,15.9275,8.5
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,30.996,Ewallet,1.476,4.3
552-44-5977,B,Mandalay,Member,Male,Health and beauty,520.8,Credit card,24.8,6.2
267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,864.57,Ewallet,41.17,4.3
430-53-4718,B,Mandalay,Member,Male,Health and beauty,633.108,Credit card,30.148,8.4
886-18-2897,A,Yangon,Normal,Female,Food and beverages,296.94,Credit card,14.14,4.5
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,804.3,Ewallet,38.3,6
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,121.863,Ewallet,5.803,8.8
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,183.645,Ewallet,8.745,6.6
652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,63.9975,Ewallet,3.0475,5.9
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,42.3675,Ewallet,2.0175,6.2
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,1022.49,Ewallet,48.69,4.4
727-02-1313,A,Yangon,Member,Male,Food and beverages,33.432,Cash,1.592,7.7
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,69.111,Cash,3.291,4.1
849-09-3807,A,Yangon,Member,Female,Fashion accessories,649.299,Cash,30.919,6.6
